Province,Title,Rating,Price,Address,Phone,Link,Service,Image
Lai Châu,Quán Thắng Cố nhà sàn Lại Châu,4.2,,"063 Nguyễn Chí Thanh, Tân Phong, Lai Châu, Vietnam",+84 986 674 680,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMyoTgjg9hRMjMuBsRFDas1LRpTSH7ZGP7LdLsv=w163-h92-k-no
Lai Châu,Quán Hòa Ánh - Đặc Sản Gà Chọi Đủ Món,4.3,,"73 Trần Phú, Tân Phong, Lai Châu, Vietnam",+84 989 015 425,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOgsb5nfKlWiCZd4IY3kFsptg2cnsJX9du6ROEV=w122-h92-k-no
Lai Châu,Pub 25 - pork specialty,4,,"Số 062 Đường 30/4, Tân Phong, Lai Châu, Vietnam",+84 902 124 383,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOXT3uoB5M_pxDyH1CywJa35jaxJ-MBhJ0UL3HR=w163-h92-k-no
Lai Châu,Nhà hàng Huy Râu,4.5,,"T, 181, Đường Nguyễn Hữu Thọ, Phường Đông Phong, Lai Châu, Vietnam",+84 986 916 356,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOcznxkkoUEiVN4aohQbiKEu-dI-VFBQ-idTHI3=w204-h92-k-no
Lai Châu,Nhà hàng dân tộc Thái Sơn La,4.9,,"139 Đường 19/8, Đoàn Kết, Lai Châu, Vietnam",+84 383 983 333,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN4Gvw9Afgrsx-DYCv5rx9jjUYRnAQNIVx3boIQ=w80-h106-k-no
Lai Châu,Quán Dê Minh Bục Lai Châu,3.9,,"089 Đường 19/8, tổ 2, Lai Châu, Vietnam",+84 971 924 666,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN0CTkTSQrfbFnGZ9y4hOabYmzXu1yWDKu5HmlM=w136-h92-k-no
Lai Châu,Nhà Hàng Biên Cương,4,,"9FVF+M8M, Đ. Thanh Niên, Tân Phong, Lai Châu, Vietnam",+84 914 571 432,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOfu83K_Hyq-5qyRy4sULVNZMnUAsG43FiOTz-I=w163-h92-k-no
Lai Châu,Nhà Hàng Cánh Cọ Vàng_ Cá Tầm Cá Hồi LC,4,,"025 Đường Bờ Hồ Thủy Sơn, P, Lai Châu, 30000, Vietnam",+84 917 232 866,,[None],https://lh5.googleusercontent.com/p/AF1QipPcS-Aoh653issNgVWzwcfTe2loD9zCIweWpVY=w159-h92-k-no
Lai Châu,Quán Chè Ngọc Thạch Quán Lai Châu,4.9,"₫1–100,000","005 Hoàng Diệu, TTTM, Tổ 18, Lai Châu, Vietnam",+84 911 333 693,https://www.facebook.com/ngocthachquanlaichau/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNjC3BmEQV7s0dF0ASd8Z54oBcA4B3AswsyIRz7=w80-h106-k-no
Lai Châu,Quán Cơm Mạnh Thúy,3.9,,"263 Đường 30/4, tổ 26, Lai Châu, Vietnam",+84 989 766 656,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM5A2JKD_eyo1cSWFhS6v6DPiywzFi_4IWve2Wh=w122-h92-k-no
Lai Châu,Nhà Hàng Ẩm Thực Dân Tộc Thái - Bàn Lả,3.8,,"153 Vừ A Dính, Quyết Thắng, Lai Châu, Vietnam",+84 359 381 817,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOVXqAgcFKTT1qo04OFUrSm0lZ2FF2xNKmHwggZ=w80-h106-k-no
Lâm Đồng,Khanh Lẩu Lẩu - Đặc sản Đà Lạt Lẩu Cá Tầm,4.4,,"143 Đường Bùi Thị Xuân, Phường 2, Đà Lạt, Lâm Đồng 670000, Vietnam",+84 969 649 493,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8X5YqRQthheagPsXXiaKV247xXiK8swHR3aUrLIjUohyIdSVOIIa3W0iKX39OUvnIYW5pZ8Y-fqhNrnNzcLs0XdebQNeEEVopdhcOjFyNiLYyzEcnQiycde2nUMxa7GLCQmQIHpA=w134-h92-k-no
Lâm Đồng,Quán Ăn Ngon Đà Lạt,4.8,,"42 Đ. Trần Phú, Phường 4, Đà Lạt, Lâm Đồng 66116, Vietnam",+84 344 447 886,https://www.facebook.com/profile.php?id=100063551111664,[None],https://lh5.googleusercontent.com/p/AF1QipMhGuM4C5nx8p21zNT_JRkN5JrsawwYKAY1TTU=w122-h92-k-no
Lâm Đồng,Đặc Sản Xứ Huế Tại Đà Lạt - Ship 24/24,5,,"5 Đ. Ma Trang Sơn, Phường 5, Đà Lạt, Lâm Đồng, Vietnam",+84 974 714 821,https://www.facebook.com/%C4%90%E1%BA%B7c-S%E1%BA%A3n-X%E1%BB%A9-Hu%E1%BA%BF-108228877518242/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-LkpaJwVhs_JQTWTCKTrcRP-28p-4H3Qz-jaIe2S9pyQOSsvKOuAjf2pxtZN4PyV-4z79hZXi65wt8AdjRAa7A1BUiWBqA6lsKaZHL3pZ_lyN9TX5bbduIpT25vG4tUf2UXffl=w92-h92-k-no
Lâm Đồng,TÂY BẮC QUÁN TẠI ĐÀ LẠT. ( CÁ NƯỚNG CƠM LAM GÀ NƯỚNG).,4.9,,"27 Đèo mimoza, Phường 10, Đà Lạt, Lâm Đồng 66000, Vietnam",+84 923 539 292,,[None],https://lh3.googleusercontent.com/gps-cs-s/AB5caB-46STE5GpEuUnDxjNB_TW1KRcej9G_3Z5h5vjVIW1AGfxB0hE-lBkVZeHgIQ0dJQyhTtTNSHpqgBmdiGpdTOER3r9CH6SLdl7x5rVVsMAEcIZVqUXFqnLPQf9PVhGjkA0k6W_9=w199-h92-k-no
Lâm Đồng,Ẩm thực Nam Anh Phát - Lẩu và Nướng Đà Lạt,4,,"36 Đ. Mạc Đĩnh Chi, Phường 4, Đà Lạt, Lâm Đồng 66000, Vietnam",+84 989 268 252,https://amthucdalat.vn/,"[['Outdoor seating', 'Curbside pickup', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8O8HLjTy8nr5VK6tViwh8I0qEbkxjAIstNFzEUKOsd2KoKyfm3t21TttzypucMhGk7r6KspA6zmMbhAHzjZuTbpLf_a46D0h5nFsi-CxHtzWeto3d7pEEW4huw6PDp4iSwaWE=w163-h92-k-no
Lâm Đồng,Nhà hàng MÓN NGON ĐÀ LẠT,3.7,,"Quảng trường Lâm Viên, Phường 10, Đà Lạt, Lâm Đồng, Vietnam",+84 263 3969 999,https://www.facebook.com/monngondalat.com.vn,"[['Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-sZx-Lk0-lTmJ5ipIJfTMX31nmER_CQ97o4RRjIxdu2rQ1vuZcRf_Wj2gnsM1gRGb6PkfrgcjFHjL1hfGVc7R37I_iNEeUMvF7k6VyCrmV9Tr5rCHikIRqowajg81b8UAd-1GB=w122-h92-k-no
Lâm Đồng,Quán ăn ngon,3.9,,"37 Nguyễn Trãi, Phường 9, Đà Lạt, Lâm Đồng, Vietnam",+84 859 979 079,https://quananngonchuyencacmonnuonglaututhitcuu.business.site/?utm_source=gmb&utm_medium=referral,[None],https://lh3.googleusercontent.com/gps-cs-s/AB5caB-imHiPUy9egNF_pULwu48PKv32s3LLZeNUYG_LvGFNRZsaxaFw63EL-EbqY5Z9saIbU8w_T7KDL8iycPNQLlGZ0PQyYPdOeBlYIldmLWqPmNxe6DwiBsGp3loaKQ7TgTAx1_k=w122-h92-k-no
Lâm Đồng,QUÁN ĂN TÀI (LẨU + NƯỚNG ĐÀ LẠT),4.9,,"2/2, Đường Khởi Nghĩa Bắc Sơn, Phường 10, Đà Lạt, Lâm Đồng, Vietnam",+84 914 528 317,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8CZB1zRQiPGofVpJ2CDaPuG3sbb5IPLzIh9I5G3Xjuz0sPD9E0iU0Z891h5nAKcn7CNI4Z4_dry4oGNikqwi3zx1mYthCv78SYyxA7Nor-E8MzVPUjEnzNGwhSmhCZKU05232kcg=w163-h92-k-no
Lâm Đồng,Quán Ăn Lê Anh,4.3,,"H11 Nguyễn Thị Nghĩa, Phường 2, Đà Lạt, Lâm Đồng, Vietnam",+84 983 933 307,http://leanhquan.com/,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_LBhvF2-Am3ZuKDEvP2gSJN_h30d_xQ53gogSNcc3f62xhQrRCQZOUJXZUx8sFlnbHPqO7xPHTz7UObm0VQeKKfihkOmtUYOKQ0lK5mfa0Imp36xKiQFno__Qj_qQVkTR0VPbkNw=w189-h92-k-no
Lâm Đồng,Ẩm Thực Dê Hùng Vương,4.1,,"64c Đ. Hùng Vương, Phường 9, Đà Lạt, Lâm Đồng 66000, Vietnam",+84 949 996 882,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9XX9OQ5gA2OmZYsZbqCj_Gv8AtzCwxCg2X-ibuE1CpE9su7dYm8GJJXtQvkFMA_voF1ptxtddbGSani3lhhWCzfFMPwTbDqh-rpF9UQrOM3KSgloCwiK6UPqCWPd9sptJ44JFI=w163-h92-k-no
Lâm Đồng,QUÁN ĂN LONG PHÁT: CƠM TRƯA 35k CƠM CHIÊN PHỞ XÀO MÌ XÀO,4.8,"₫1–100,000","25 Đ. Mai Hắc Đế, Phường 2, Đà Lạt, Lâm Đồng 670000, Vietnam",+84 355 005 225,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB91fOsjsNn8Qgue-dTHTgJ9ap-CQgD9T_6kNI4WkRVhncHz2AtNlUxPSFVVAnF9FGCm58rw6J90NjqcSVI7FCRWry5fvZlq_yDrGjS1CvkciUdt4feC3VwsTzPl_TLkGE3sfaY=w163-h92-k-no
Lâm Đồng,Quán ăn gia đình Thảo Hiền (Hải sản Thảo Hiền),4.2,$$,"17 Đ. Nguyễn Đình Chiểu, Phường 9, Đà Lạt, Lâm Đồng, Vietnam",+84 945 114 944,https://www.facebook.com/quanan.thaohien,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB93HHLhKHMyW_jjg3htAlRZ2qb0Q8LWM38VK8bryyeHuyTHHUuJLj_z2E95dKWW6ogjsdRBiW-puLOvdz959_usDQH-P038IdqFkJ_KQXSVtJrBWCeusn9x1edzOHxKI_TWs0Wp=w122-h92-k-no
Lâm Đồng,Quán nướng ngói Cu Đức,3.8,,"6A Đường Nguyễn Lương Bằng, Phường 2, Đà Lạt, Lâm Đồng 670000, Vietnam",+84 962 686 848,https://www.facebook.com/nuongngoicuduc/,[None],https://lh5.googleusercontent.com/p/AF1QipMEmyFUQEj8Q1Md-vhsrhWMhDVeNGz-1vMICclY=w137-h92-k-no
Lâm Đồng,TIỆM NƯỚNG MÀU VÀNG,4.7,,"05 Khe Sanh, Phường 10, Đà Lạt, Lâm Đồng, Vietnam",+84 911 848 368,,"[['No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-uwUIc4lEjy5UWpAhwXOcHHdJPWIIrtdRYi_SHWmzq3CVylT1_GqN4Jhvj7kLDhCRyaTJUBUXssSD2cy1XDitNA94cfF0MpkLDbWEY1nbXH4YNsE6m3cJsWxVS8W-8rlvWcts=w122-h92-k-no
Lâm Đồng,Quán ăn Chiêng,4.7,,"232 Đường Phù Đổng Thiên Vương, Phường 8, Đà Lạt, Lâm Đồng 670000, Vietnam",+84 263 6516 179,https://www.facebook.com/diemhentaynguyen,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMRURoaa3pVgI1vFE54N0UiYW_P1vYCyWlh4XUh=w140-h92-k-no
Lâm Đồng,Lẩu Đà Lạt - Lẩu cá Tầm Chu Gia,4.5,,"29 Đường Thông Thiên Học, Phường 2, Đà Lạt, Lâm Đồng, Vietnam",+84 972 019 720,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-folOaLAmUAgZDQrAKiRWPKwjY2wnpomuusW8AJDl7faEtNiE8xp5bid5F026YzZIWjCVCHHeqIdalmUMpxFM24LgWiUA3sQW0RowXbmcQWjDEmNmZ5rMYEa7cqn7Oolo0-JGF=w122-h92-k-no
Lâm Đồng,"Bún Cá Cay - món ăn ngon lạ Đà Lạt - sáng, trưa, chiều, tối",4.8,"₫1–100,000","35 Đường Bùi Thị Xuân, Phường 2, Đà Lạt, Lâm Đồng, Vietnam",+84 981 904 104,,"[['Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_peQo0GGzah6goW1PGWrkc8PTXcjo8yI2ncAb4GCPMD1s8C1NsBsDjvkbgrxVznFSkKCNoLgNvtPNIPAVO8oW-CefIo5OT0MfRw8NkIKcgNs0jwJcKtnx9V4HcxNxVKPbhAtrR=w92-h92-k-no
Lâm Đồng,Tiệm Ăn Rơm,4.9,,"83 Đường Trạng Trình, Phường 9, Đà Lạt, Lâm Đồng, Vietnam",+84 902 355 436,https://www.facebook.com/profile.php?id=100093259692828&mibextid=LQQJ4d,"[['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8tfpOg_5Oyjlhzw95l6sh9C5WXdd1IP0pVssF-JAF5lvPHmjp5UZZ3LVr1m_ZTg1BJSfBTdv1hgpMaxPsvT7o-ZBncTLYin2ATm47gQP4Q4DXNsX-IjBPdxv1JLSnuc5QVGahp=w122-h92-k-no
Lâm Đồng,Mì Trộn Trứng Lòng Đào,4.2,"₫1–100,000","66 khu quy hoạch, Đường Nguyễn Lương Bằng, Phường 2, Đà Lạt, Lâm Đồng, Vietnam",+84 972 493 007,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_x2ylTDpBnPTQhyzDhOo9apUUhtpS-6SbAMFWYyGtFaluR9DK3_rGEyv--l-DdL1AjN6UKtgyge1uoWqLpms5ZE_YsNrqngyHqsdB59wHmRUxqIlK__L9MWa6z_db5f_EKNs_Nlg=w122-h92-k-no
Lâm Đồng,Quán Ăn 39,4,$$,"10 Đoàn Thị Điểm, Phường 3, Đà Lạt, Lâm Đồng, Vietnam",+84 988 402 984,https://www.foody.vn/lam-dong/com-tam-39,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8tsUeljzwCVR8Nrhs8F6ITTthj-Swa50OH8t0QoMAg_YDxpI8HS7-JK8bYeqfFzqNZDwGMX9n-ChOCxNbEEw6844-wmXqgzXy62B2zni2s8wBXgIuPMk93i9ajAjM9lSQm2Np6sQ=w122-h92-k-no
Lạng Sơn,Nhà Hàng Thủy Quán,4.2,,"86 Bùi Thị Xuân, KĐT Phú, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 912 020 822,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNqKIdAqSL6c-YcZtK6dAHV3W3CQ_sLJp3aqMA=w176-h92-k-no
Lạng Sơn,Thảo Viên Restaurant Lạng Sơn,3.9,,"145 Phai Vệ, Đông Kinh, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 205 3872 278,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMa_Cv4MalBtt4a0yhH7XsYnB69ue2QQkBydgI=w164-h92-k-no
Lạng Sơn,BUN QUÁN,4.4,,"22 Thân Cảnh Phúc, Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn 25000, Vietnam",+84 977 977 892,https://www.facebook.com/Bun-Qu%C3%A1n-1513652265624682/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNpilUMbSa267-k0s2jyxpS78PnL2jYBewiCSAo=w80-h142-k-no
Lạng Sơn,Quán ăn đêm,4.2,,"13 Đường Thành, Chi Lăng, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPS5EyC7gMD8qsaT3d5GBlrWopiZ0BXgCKbGxhr=w177-h92-k-no
Lạng Sơn,Nam Cai Restaurant,3.9,,"Khu Dân Cư, Thảo Viên, Khối 2, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 914 811 102,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMBE9UpGMpzNOE-ZrKK_JiZfFuA7UQQCvwiJoR-=w122-h92-k-no
Lạng Sơn,Vạn Tuế Xứ Lạng Restaurant,3.8,$$,"263 Lê Đại Hành, Đông Kinh, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 205 3898 068,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPknwpB2ASrMYQRylTpbOka36zDGQY8YkID1FnU=w189-h92-k-no
Lạng Sơn,Nhà Hàng Green Lạng Sơn,4,,"42 Lê Hồng Phong, Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 936 815 892,https://www.facebook.com/42lehongphong/?fref=ts,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOWGt-erVLzk0SXmlSifXo1LTWXquiOz7KZY7Xh=w122-h92-k-no
Lạng Sơn,Cường Duyên - Phở vịt quay Thất Khê,4.3,"₫1–100,000","VQ67+JR5, Unnamed Road, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 914 911 588,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNT59o7guzncV-5QBPuVcxBLCO9CoVJfzBLRodZ=w80-h142-k-no
Lạng Sơn,Nhà hàng dê Làng Việt,4.4,,"17A Đ. Bà Triệu, Mai Pha, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 832 192 626,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNETIj1UIATjqfqidAzjeMA8OSSL7iLFWEB411p=w80-h106-k-no
Lạng Sơn,Quán Cơm Anh Thắng Đầu To,4.3,,"34 Đ. Lê Lai, Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 983 597 888,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMwJq1Y8u-9DAh40wkoRDBQRG1euUW1--sw4eFA=w122-h92-k-no
Lạng Sơn,Quán Lẩu Ốc Ku Sửu,4,,"VQ67+5JR, Phùng Chí Kiên, Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 919 722 783,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOUYUY668HyxlPx5UTvQP3dXVI0l3FDx1zLQI-A=w122-h92-k-no
Lạng Sơn,Nhà hàng Minh Quang,3.9,,"38 Ngô Quyền, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 205 3870 417,https://www.foody.vn/lang-son/nha-hang-minh-quang,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPJsDOpLwaC07juPhgPw8ADbmy1cMjESSKWn-wY=w122-h92-k-no
Lạng Sơn,Các Món Nhậu,,,"6 Lý Thường Kiệt, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPJsDOpLwaC07juPhgPw8ADbmy1cMjESSKWn-wY=w122-h92-k-no
Lạng Sơn,Nhà hàng Linh Dẩn,4.2,,"63 Tô Thị, Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOhhlGU5up5IXKEroyYh0-O0xrVNeYdbOFQlosB=w80-h106-k-no
Lạng Sơn,Nhà Hàng Vịt Quay Hải Xồm,4.2,"₫1–100,000","42 Đ. Bà Triệu, Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 915 995 362,,"[['No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMHutatI4eQSZ31xPhfatkJ2IZskNlIP6ExGniy=w163-h92-k-no
Lạng Sơn,Ốc Bà Béo,4.1,"₫1–100,000","VQ57+HX3, Vĩnh Trại, Tp. Lạng Sơn, Lạng Sơn, Vietnam",,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOn4oFvx8S4rWAvgcTIZooLgV9_KoF2q0d7UL2s=w122-h92-k-no
Lạng Sơn,NHÀ HÀNG CƠM NIÊU HUẾ XƯA,4.8,,"123 Trần Hưng Đạo, Chi Lăng, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 856 855 656,https://comnieuhuexua.com/,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNYrh3lELP-S9mz123QcoI_3HklMUvjs0qmo7fz=w80-h113-k-no
Lạng Sơn,Quán Ngon,5,,"2 Lý Thường Kiệt, Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNYrh3lELP-S9mz123QcoI_3HklMUvjs0qmo7fz=w80-h113-k-no
Lạng Sơn,Nhà hàng Bắc Long Giang,4.2,,"16 Trần Hưng Đạo, Chi Lăng, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 205 3882 666,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMTKFrQZYBE4JDAK1jrOLlX7wVeKnxs8Gasx2Ln=w163-h92-k-no
Lạng Sơn,Gà Đồi 207 Lê Lợi,4.3,,"207 Lê Lợi, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",+84 356 797 688,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMgs3YCNWKECFEFfwhGhKct87rjK5fbtI789Le8=w122-h92-k-no
Lào Cai,"Cốn sủi, sủi cảo, mỳ vằn thắn gia truyền Quán Ông Há - Đặc sản Lào Cai",4.5,"₫1–100,000","314 Lương Khánh Thiện, Duyên Hải, Lào Cai, Vietnam",+84 962 094 778,https://www.facebook.com/DacsangiatruyenLaocai/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNMvGjCCO3BuZ7Edwj8Tz68T1gs3jwOO3iNf0zQ=w122-h92-k-no
Lào Cai,Cơm Xưa Lào Cai,4.2,,"QL4D, Cốc San, Bát Xát, Lào Cai, Vietnam",+84 964 268 282,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOJ1DJxUhSbCji0mh07dAzNAyn1vi7XDM_Yelqu=w122-h92-k-no
Lào Cai,Quán Cơm Thư Béo.CốcSan.LàoCai,4.8,,"ngã tư bãi rác, Đồng Tuyển, Lào Cai, Vietnam",+84 943 068 988,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPRJWghFQAmYrAgS7tWBE0AwsQpWa5jmyTRkg8M=w163-h92-k-no
Lào Cai,Nhà hàng Ẩm thực Tám Lan,4.1,,"158 Phó Soi Tiến, Kim Tân, Lào Cai, Vietnam",+84 913 029 891,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPsEq59T_2qp3RYBnE7ZCDOi-lvNbpInMQnIM6X=w122-h92-k-no
Lào Cai,NHÀ HÀNG CƠM GẠO NƯƠNG,4.5,,"FX53+2HQ, Cốc San, Lào Cai, Vietnam",+84 912 686 863,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOsBtkB8Ci0pXFkQMdz7Cce7pHTSs0AIDQzXQOY=w163-h92-k-no
Lào Cai,Nhà Hàng Trúc Sơn Quán,4.2,,"234 Đ. Hoàng Liên, Cốc Lếu, Lào Cai, Vietnam",+84 917 664 876,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN-yQ-hbTDbv8-vIFVl4z9wt3nZErSqXhkHPOMa=w122-h92-k-no
Lào Cai,Nhà Hàng Hồng Hà Viên,4.2,,"188 Duyên Hải, Lào Cai, Vietnam",+84 819 899 298,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM6iMt9_KrgctIfWmRalyLIktZBe_HlwMogG4jH=w138-h92-k-no
Lào Cai,Trâu Ngon Quán Lào Cai,4.1,,"196 An Dương Vương, Cốc Lếu, Lào Cai, 31000, Vietnam",+84 964 696 986,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPlxL68xBLDI0TpunXqSERNy_YG2xYKUlHsPseN=w122-h92-k-no
Lào Cai,Quán Thủy Béo,4.2,$$,"189 Hồng Hà, Cốc Lếu, Lào Cai, Vietnam",+84 989 816 966,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOx7QX4if1Uqa9Zr7y6m0mES71phsoGlf1IZkyF=w80-h106-k-no
Lào Cai,Thắng Cố Ngọc Cừ,4.1,,"Hoàng Văn Thụ, Dầu Một, Lào Cai, Vietnam",+84 363 226 392,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPyaqHePVsGxR0iB-8rhgy6FPxXnHSahuNtIUVb=w122-h92-k-no
Lào Cai,NHÀ HÀNG ẨM THỰC PHỐ,4,,"298a Hồng Hà, Cốc Lếu, Lào Cai, Vietnam",+84 975 025 656,http://facebook.com/amthucpholaocai,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOIZn0EtrvkOn14PrflL2D50U3wWs-zmk5Qnu7Y=w122-h92-k-no
