Province,Title,Rating,Price,Address,Phone,Link,Service,Image,
Hòa Bình,Nhà Hàng Cánh Di?u,4.1,,"520 Tr?n H?ng ??o, Qu?nh Lâm, Hòa Bình, Vietnam",+84 913 366 075,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOr6jxRU6f6rT4k5SGJxW1QbiRdVEL-CfiQhWKn=w197-h92-k-no,
Hòa Bình,Nhà hàng AP PLAZA Hòa Bình,5,,"718 Cù Chính Lan, ??ng Tên, Hòa Bình, 36000, Vietnam",+84 973 904 755,https://www.facebook.com/nhahangkhachsanapplazahoabinh,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipND-llU6-7yKPVS3I1y4ImjVAD2NZhOuAh0y9fk=w122-h92-k-no,
Hòa Bình,Mai Sy Restaurant,4,"?1–100,000","81 Hai Bà Tr?ng, T? 7, Hòa Bình, Vietnam",+84 912 375 995,https://www.facebook.com/nhahangmaisy?mibextid=LQQJ4d,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNZVTwaPk0o6oeNMsjRh5KesSkDvOVimlyg6mGH=w122-h92-k-no,
Hòa Bình,C?m Cá Sông ?à Kho C??ng Sinh,3.6,,"R88P+M8W, Ph? Lâm, Hòa Bình, Vietnam",+84 912 176 589,http://casongda.vn/,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNXjX2vzqdlsVxeQISwElT1KD7qYprb8apCNXte=w122-h92-k-no,
Hòa Bình,1985 Beer Club,4.3,,"???ng H?u Ngh?, T? 12, 100000, Vietnam",+84 879 953 333,https://www.facebook.com/profile.php?id=100038514502518&mibextid=LQQJ4d,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNKkO2VokM8Yyt26_YJSpB5th5z33C7DVw3zg7N=w146-h92-k-no,
Hòa Bình,Lan D?ng Restaurant,3.9,,"55 Tr?n Phú, P, Hòa Bình, Vietnam",+84 218 3853 379,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMQfjhgnW_3wmzTxUUH8-v5-AtUvjOroDl82Xhm=w122-h92-k-no,
Hòa Bình,Quán ?n sáng Th??ng Nhung,5,,"Nguy?n Tri Ph??ng, T? 2, Hòa Bình, Vietnam",+84 938 207 497,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOTu0UPklU4VfAXoUwQsIi8DUMVneL0JGQXtgFD=w122-h92-k-no,
Hòa Bình,Bún Cá Thi?u Minh Chi?n,4.2,"?1–100,000","R8GR+W3W, Tr??ng Hán Siêu, Tân Th?nh, Tp. Hòa Bình, Hòa Bình, Vietnam",,http://facebook.com/groups/groupyeubep,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM_OkpJMXpAzINK5QeDjM0jpQfey7UqYCwJE1AA=w122-h92-k-no,
Hòa Bình,Tuy?t S?n Restaurant,3.8,,"Cù Chính Lan, ??ng Tên, Hòa Bình, Vietnam",+84 218 3857 304,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMlAwimZcoUTd0MFESVgg6Tv4RR-Yn11btYCA3o=w80-h106-k-no,
Hòa Bình,Number 5 Buffet Hotpot & Bbq,4.6,,"307 ?à Giang, Ph? Lâm, Hòa Bình, 350000, Vietnam",,https://www.facebook.com/number5hotpotbbq/,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN4AYgsUNAmHYCk0-0XEszSq5xjpwZbD3O4y4_d=w131-h92-k-no,
Hòa Bình,Tr?ng C?n Restaurant,3.9,,"Tân Th?nh, Hòa Bình, Vietnam",+84 218 3884 059,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNLnpOgUdHG8sUe0tsWdA31cBQ-ql8_G_IfP1nI=w163-h92-k-no,
Hòa Bình,Quán cá Sông ?à,3.9,,"R8GP+V44, Tân Th?nh, Hòa Bình, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMAu37g1nzs0MEKd1nHGE1_4-ChhjismyFfKTz8=w92-h92-k-no,
Hòa Bình,Péo Food,3.8,"?1–100,000","18 Lê L?i, Ph? Lâm, Hòa Bình, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPJl9glfEeIM6mj2kbjML6B4xOP7aHgXLHSpIo4=w215-h92-k-no,
H?ng Yên,H?i s?n Minh Trang Quán,4.1,,"khu Tân Sáng/12 Nguy?n L??ng B?ng, P. Hi?n Nam, H?ng Yên, Vietnam",+84 379 661 686,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMKLOJ6Etv9oAAskEffL8XGwlo90eiMKoT4naCq=w122-h92-k-no,
H?ng Yên,Bún thang l??n Th? k? G?c Sanh,4,"?1–100,000","330 ?i?n Biên, Quang Trung, H?ng Yên, Vietnam",+84 948 255 709,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO4mKSYrw0Rnd7OXZXWM1jLtmOCreNnNTqOuyB6=w122-h92-k-no,
H?ng Yên,??c S?n H?ng Yên - Ti?m Nhà B?,,,"265b Tô Hi?u, Lê L?i, H?ng Yên, Vietnam",,,[None],,
H?ng Yên,H?i S?n B?o Hân,4.3,,"M32C+Q24, ??i 15, Liên Ph??ng, H?ng Yên, Vietnam",,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOk5B2lcjeIbgsD-JdvnoJynA8eo7tBcos_i-5p=w122-h92-k-no,
H?ng Yên,H?i S?n Vi?n D??ng Restaurants,4.2,$$,"???ng ??m Sen B, Liên Ph??ng, H?ng Yên, Vietnam",+84 904 396 262,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPtWd-8wCMY4xmBpYgqMnXmuOx7WuxZrnAhjR3a=w122-h92-k-no,
H?ng Yên,PH? THÌN 13 Lò ?úc - CS 40 Lê Lai TP H?ng Yên,4.5,"?1–100,000","40 Lê Lai, Lê L?i, H?ng Yên, Vietnam",+84 904 252 828,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMjoPHaWk2nmzVFKhjb67_2wi0ej5Y3XFeoqH-K=w122-h92-k-no,
H?ng Yên,Nhà hàng Ph? C?,4.1,,"9 L??ng V?n Can, P. Lam S?n, H?ng Yên, Vietnam",+84 221 3889 966,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOHDftjGc9fm1XKK4eYn0yLTb7Xw27ViNVUkxxU=w122-h92-k-no,
H?ng Yên,Nhà Hàng Sen ??ng,4.7,,"35 Ph? L??ng V?n Can, P. Lam S?n, H?ng Yên, 160000, Vietnam",+84 982 449 678,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMQyFyRxWfk1TBTTVR0wkFkmKVyDJ5T6FW2JD6g=w80-h106-k-no,
H?ng Yên,Duy Pha quán,3.9,,"492 Nguy?n V?n Linh, P. Lam S?n, H?ng Yên, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",,
H?ng Yên,Nhà hàng Cá L?ng Toàn Th?ng,4,$$,"M3C5+HRJ, Nguy?n ??c C?nh, P. An T?o, H?ng Yên, Vietnam",+84 936 901 839,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOD7BrtP8uwaf2DZJSp6u9_Dl0IeSOgjxpz58DB=w80-h106-k-no,
H?ng Yên,Nhà Hàng Biên Huê,4,"?1–100,000","118 Chu M?nh Trinh, P. Hi?n Nam, H?ng Yên, Vietnam",+84 979 470 976,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM0yP8vN-sefShT8xUny4wlv0duDCEyfyLaXBY=w122-h92-k-no,
H?ng Yên,Bún thang Ph? Hi?n x?a,4.2,"?1–100,000","M3C5+FM7, Tr?n Quang Kh?i, P. An T?o, H?ng Yên, Vietnam",+84 983 617 111,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPsjOywS5DzFnwxxGZZkiF2F5Ws_iC93uM3T0Qg=w204-h92-k-no,
H?ng Yên,Bún Cá Cay - Bánh ?a Cua ??c s?n H?i Phòng Cô Thuý,5,,"152 Lê Lai, Khu Ph?, H?ng Yên, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMrZxFrwnAb724FI-TxWTMaIN0wWxbre9Svhszs=w80-h93-k-no,
H?ng Yên,Chamue Thái thành ph? H?ng Yên,4,,"52 Chu V?n An, P. An T?o, H?ng Yên, Vietnam",+84 356 362 755,,[None],https://lh5.googleusercontent.com/p/AF1QipPd6jbUjhQ_Zm7nUPu8VVKUygSIc1v22BNsPscp=w80-h106-k-no,
H?ng Yên,H??ng 1982 quán ?n ?êm,3,,"Ql38, H?ng Yên, Tiên L?, H?ng Yên, Vietnam",+84 981 732 036,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN1VQ-ntV-rQGHHVaf0aTYt3H1SrIjfB_53uqAi=w80-h142-k-no,
H?ng Yên,Quán Th?c ?n Nhanh Sim S?n,4,,"43 Ph?m Ng? Lão, Quang Trung, Tp. H?ng Yên, H?ng Yên, Vietnam",+84 221 6251 118,,"[['Takeout', 'Dine-in']]",,
H?ng Yên,Kinh Bac Restaurant,3.9,,"M328+WH6, ???ng Tô Hi?u, Xã Liên Ph??ng, H?ng Yên, Vietnam",+84 221 3877 261,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOvmbwfmM1161p3xnUPTKJL6Mt5Er6M5pXa_UMR=w80-h106-k-no,
H?ng Yên,L??ng Ti?n - Quán ngon ??c s?n mi?n Tây,2,,"105 Bãi S?y, Quang Trung, H?ng Yên, Vietnam",+84 869 156 874,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO2RMvqdEXSjG_aSZcICeCqNwyMnRenUrCNKvI=w122-h92-k-no,
H?ng Yên,Bún Thang Quán ??o Cò,4.2,"?1–100,000","17 Nguy?n Công Hoan, Lê L?i, H?ng Yên, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN1ce51ZXb5CAIyGWEM_lxQ_Rgu3NaaKAggfD3c=w80-h106-k-no,
H?ng Yên,Nh?t S?n Quán,4.7,,"Nguy?n H?u Huân, P. Lam S?n, H?ng Yên, Vietnam",+84 363 382 886,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO8zOq1J-B-5mtnGFjRiIp40l6Ll-VkKB6w7T8E=w122-h92-k-no,
Khánh Hòa,??c s?n Khánh Hòa,5,,"75A Thái Nguyên, Ph??c Tân, Nha Trang, Khánh Hòa 650000, Vietnam",+84 912 243 585,http://dacsankhanhhoa.com.vn/,"[['No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']]",https://lh5.googleusercontent.com/p/AF1QipNysjhpuCTPghMke91B81E9At6n7-ewgQFIheJf=w87-h92-k-no,
Khánh Hòa,Kh?nh - ?n v?t ngon s?ch,4.9,"?1–100,000","42/1 ?. Nguy?n ?ình Chi?u, V?nh Th?, Nha Trang, Khánh Hòa 650000, Vietnam",+84 374 540 181,https://www.facebook.com/profile.php?id=61558928336820&mibextid=LQQJ4d,"[['Delivery', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVeaRGxpCztLoJ3WSlTLivFaYcJ1b9cvG08g&s,
Khánh Hòa,??C S?N TR?NG BÀNG HP,4.3,,"240a Ng. Gia T?, Ph??c Hoà, Nha Trang, Khánh Hòa 650000, Vietnam",+84 898 009 779,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFYtrmP73d34G8l0WJJIS6yHruKSv9Qkuwew&s,
Khánh Hòa,48??? - Ti?m n??ng 48 - ??c S?n Trung Hoa,5,,"120/48 Nguy?n Thi?n Thu?t, L?c Th?, Nha Trang, Khánh Hòa 650000, Vietnam",+84 765 668 520,https://www.facebook.com/profile.php?id=61572937395196,"[['Delivery', 'Takeout', 'Dine-in']]",https://cdn.pastaxi-manager.onepas.vn/content/uploads/articles/nguyenhuong/48bistrocresentmall/nha-hang-48-bistro-cresent-mall-10.jpg,
Khánh Hòa,Quán C?m Gia ?ình,4.3,"?1–100,000","10/7 ?. Pasteur, Ph??ng, Nha Trang, Khánh Hòa 650000, Vietnam",+84 258 3811 060,,"[['Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThuyjoun_4CUnXwSg-gTIUgePAKJkzliYEYQ&s,
Khánh Hòa,H?i S?n ?c Nh?ng Nha Trang - H?i s?n nha trang,4.8,,"202 ???ng Xóm C?n, V?n Th?nh, Nha Trang, Khánh Hòa 650000, Vietnam",+84 983 837 938,,[None],https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCz2rKwm71-0clIAJI4l7MtTSimFjzqm3Lbg&s,
Khánh Hòa,??c s?n h?i s?n ??ng quê ph? ?êm,,,"99 Mai Xuân Th??ng, V?nh H?i, Nha Trang, Khánh Hòa 650000, Vietnam",+84 913 331 468,,"[['Takeout', 'Dine-in']]",https://static.vinwonders.com/2022/03/JeXWynZd-dia-diem-an-uong-nha-trang-01.jpg,
Khánh Hòa,"Huy?n H??ng C?m B?c, C?m Niêu Restaurant ???? ??? ? ?? ????",4.9,,"68A Nguy?n Th? Minh Khai, Tân L?p, Nha Trang, Khánh Hòa 650000, Vietnam",+84 913 149 699,https://www.facebook.com/huyenhuongcombaccomnieu,[None],https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/20/cd/e5/mon-an-d-c-trung-mi-n.jpg?w=900&h=500&s=1,
Khánh Hòa,Quán ?n Minh Châu Tôn ??n,4,,"29 Tôn ??n, L?c Th?, Nha Trang, Khánh Hòa 650000, Vietnam",+84 947 581 868,,"[['Delivery', 'Takeout', 'Dine-in', 'Same-day delivery']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ1WmYlS9RCet7VwyP-TPZJJa4Bvv3pKVomQ&s,
Khánh Hòa,Bánh ??t diên khánh,3.8,"?1–100,000","104 ?. Tr?n H?u Duy?t, V?nh ?i?m Trung, Nha Trang, Khánh Hòa 650000, Vietnam",+84 378 875 065,,[None],https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIv2CIoUzeiBfe1HL4MccA8tBcutGxeBPPUA&s,
Khánh Hòa,Cá n??ng cô Uyên,3.8,,"76F2+RGM, Hòn Ch?ng, V?nh H?i, Nha Trang, Khánh Hòa 650000, Vietnam",+84 972 331 948,https://www.foody.vn/khanh-hoa/ca-nuong-co-uyen,"[['Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdq2c5Y2-btT3KG6ABkxnELNb2_qnxhvc1vw&s,
Khánh Hòa,Quán c?m H?i Hà,4.2,,"96 Hoàng V?n Th?, V?n Th?ng, Nha Trang, Khánh Hòa 650000, Vietnam",+84 985 015 346,http://facebook.com/QuananHaiHa,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYSGU9EFCKGhDTYkoK7BhAltHqv_5sIz_7xQ&s,
Khánh Hòa,Vietnamese Grandma's Taste,4.4,,"68/4 ??ng ?a, Tân L?p, Nha Trang, Khánh Hòa 650000, Vietnam",,,[None],https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCZktIghWphNa7eAgcjAQ-Jy6yrb-NMriLfA&s,
Khánh Hòa,Nhà hàng Nh?t Ly,4.2,$$,"53 Mê Linh, Tân L?p, Nha Trang, Khánh Hòa 650000, Vietnam",+84 914 885 261,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Dine-in']]",https://cdn.pastaxi-manager.onepas.vn/content/uploads/articles/nguyenhuong/chuoilaudenhatly/chuoi-nha-hang-lau-de-nhat-ly-2.jpg,
Khánh Hòa,Lac Canh Beef Restaurant,3.8,,"77 ?. Nguy?n B?nh Khiêm, X??ng Huân, Nha Trang, Khánh Hòa 650000, Vietnam",+84 258 3821 391,https://www.foody.vn/khanh-hoa/bo-nuong-lac-canh,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG9Ap7hLbXjQxI7_zvhfjoa0pDDjFxUg52iQ&s,
Khánh Hòa,KU SHIN sinh t? - cafe - ?n v?t,4.8,,"?. Nguy?n ?ình Chi?u, V?nh Th?, Nha Trang, Khánh Hòa 650000, Vietnam",+84 933 134 868,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTST_f5fD9ulXuImwWS6pTgjMki_xTF2ZG4uQ&s,
Khánh Hòa,Quán ?n Vân,5,,"30 Bi?t Th?, L?c Th?, Nha Trang, Khánh Hòa 650000, Vietnam",,,"[['Takeout', 'Dine-in']]","https://img.tripi.vn/cdn-cgi/image/width=700,height=700/https://gcs.tripi.vn/public-tripi/tripi-feed/img/473482xPU/image-an-gi-o-van-ninh-khanh-hoa-goi-y-nhung-mon-ngon-xin-so-khong-the-bo-lo-168872435134426.jpg",
Khánh Hòa,Quán H?i S?n Khánh,,,"34 ??ng T?t, V?nh H?i, Nha Trang, Khánh Hòa 650000, Vietnam",+84 258 3831 083,,"[['Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZWpeu70aQED6zPpV3HV_FyxlU_XhOGVmtBw&s,
Khánh Hòa,Nhà Hàng Cây C?nh - Chuyên h?i s?n và ??c s?n r?ng,4.2,,"141/5 Nguy?n Th? Minh Khai, Ph??c Hoà, Nha Trang, Khánh Hòa 650000, Vietnam",+84 908 220 985,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyUaNVKoEZ2AmuaNF0-MQPZlAYKTyDXLpLVA&s,
Khánh Hòa,QUÁN ?N ??C S?N MI?N TRUNG TH? ÔNG,4.5,,"42 Lê Quý ?ôn, Tân L?p, Nha Trang, Khánh Hòa 650000, Vietnam",+84 258 3511 282,,"[['Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCAEwlroP2hkYg4t-7ZewZuPLEAwye59lq6Q&s,
Kiên Giang,Nhà Hàng C?m Niêu Nhà Quê - Quán ?n Ngon R?ch Giá,4.8,,"29-30-31 Tôn ??c Th?ng, Ph??ng V?nh B?o, R?ch Giá, Kiên Giang, Vietnam",+84 916 345 188,https://www.facebook.com/profile.php?id=100088567114377&mibextid=LQQJ4d,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNs6KjNdpW_XRr48fllzWeUnQTuloitiF-xE3I0=w122-h92-k-no,
Kiên Giang,Quán ?n Ng?c Hòa,4,,"415 Lâm Quang Ky, V?nh L?c, R?ch Giá, Kiên Giang 91000, Vietnam",+84 918 311 101,,"[['Outdoor seating', 'Curbside pickup', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipObIMBT9XjGao8ZKHLMZygD0VoGWith4XCn7CFt=w163-h92-k-no,
Kiên Giang,C?m Niêu A Là,4.5,,"A8-A9, Tr?n H?u Trang, Ph??ng V?nh B?o, R?ch Giá, Kiên Giang, Vietnam",+84 297 6595 959,https://www.facebook.com/comnieuala/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Onsite services', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPo9SJUzPQOXF8ac9tWKk6y6ypVxMz6RUU3osLK=w122-h92-k-no,
Kiên Giang,Quán ?n Bình Dân,4.2,$$,"232R+MH2, Nguy?n An Ninh, Ph??ng V?nh B?o, R?ch Giá, Kiên Giang, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO76okvICcHL2zeqhF_yYBM7qR2UbN_3U2N_sR5=w194-h92-k-no,
Kiên Giang,Bu?n Ca? U?t ?i,4.1,"?1–100,000","Khu lâ?n biê?n, 9 Bùi V?n Ba, Ph??ng V?nh B?o, R?ch Giá, Kiên Giang, Vietnam",+84 356 871 847,https://www.youtube.com/channel/UCYZ7BvR8pG3P_MDHyiummZQ,"[['Outdoor seating', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOwuJggWpHf07SbwMjLu40Tq0WVkpWoYfVh8MN7=w189-h92-k-no,
Kiên Giang,Quán 79 - H?i s?n giá s?c,4.8,$$,"?. 3 Tháng 2, P. An Hoà, R?ch Giá, Kiên Giang, Vietnam",+84 797 972 345,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPMQSvBiATi-p1dVzwnlnNC_DFJQ6S066hCdnIw=w137-h92-k-no,
Kiên Giang,B?ch Tu?c N??ng Hào Ki?t,4.5,,"Lô B10 C?n, 6 ?. 3 Tháng 2, Thanh Vân, R?ch Giá, Kiên Giang, Vietnam",,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOCfd84ZO5Ww--FEtkoSd7_plOjplM2KAqH0zD6=w204-h92-k-no,
Kiên Giang,Nhà Hàng N?m Nh?,4,,"X3RP+2H7, V?nh L?c, Tp. R?ch Giá, Kiên Giang, Vietnam",+84 297 3866 644,http://nhahangnamnho.com/,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO9KnLcIvxdkOCKhRzGT9MAH4cyH7o6-H57-FLN=w163-h92-k-no,
Kiên Giang,Quán Cu ?en (??c s?n g?i cá trích),,,"03 Lý Th??ng Ki?t, V?nh Thanh, R?ch Giá, Kiên Giang, Vietnam",,,[None],,
Kiên Giang,Bánh Bèo Bà Ba,4.3,"?1–100,000","77 ?. Tr?n H?ng ??o, Thanh Vân, R?ch Giá, Kiên Giang, Vietnam",+84 972 731 316,https://www.foody.vn/kien-giang/banh-beo-ba-ba,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNvYkXGO0gyrdzRAaazHXWbMqm5nVQ4vQWTkc0J=w122-h92-k-no,
Kiên Giang,?m Th?c Ng?c Nhân,3.9,,"21-24 Tôn ??c Th?ng, V?nh L?c, R?ch Giá, Kiên Giang 920000, Vietnam",+84 297 3814 294,,[None],https://lh5.googleusercontent.com/p/AF1QipMYScmXXNTR2-mk95UZY4bTn3NXH5BIH3aP8UAa=w122-h92-k-no,
Kiên Giang,Quán ?n Núm,3.9,$$,"Tu? T?nh, V?nh L?c, R?ch Giá, Kiên Giang, Vietnam",+84 297 3811 428,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN7cSS-mZe_CyRsMkXwMqsegMvoUhCR2FX2VJTf=w80-h106-k-no,
Kiên Giang,H? ti?u tr??ng hu?nh c?,4.3,"?1–100,000","237M+8PG, V?nh Thanh, R?ch Giá, Kiên Giang, Vietnam",,,"[['Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM3V6gtwqKmTttxRFFOdQdgy2KB7keDJ3gCCfiM=w163-h92-k-no,
Kiên Giang,Quán M?t Không Hai (ch?),4.3,,"lô 24 ?. 3 Tháng 2, V?nh L?c, R?ch Giá, Kiên Giang, Vietnam",+84 972 937 937,https://www.facebook.com/thantaiden00033?mibextid=ZbWKwL,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNnhY7agZ6PWIOlyjFsU9KLIq_UaROEgDWzW37S=w163-h92-k-no,
Kiên Giang,Bún Cá Di?m V?n,4.5,"?1–100,000","37 Cô B?c, KP1, R?ch Giá, Kiên Giang, Vietnam",+84 818 118 779,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMEH0hXL4yg3aljHrs9KhCIXM4-EGy_-zYxKZcf=w122-h92-k-no,
Kiên Giang,Nhà hàng Gió Bi?n,3.8,$$,"Tôn ??c Th?ng, Ph??ng V?nh B?o, R?ch Giá, Kiên Giang 84297, Vietnam",+84 297 3877 865,https://www.facebook.com/nhahanggiobienkiengiang,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO8shXVX_3L_yRe3JMtHFPnp5oJoJpWbPp5U4QT=w122-h92-k-no,
Kiên Giang,Lava BBQ & Hotpot,4.5,,"48-49 ?. 3 Tháng 2, V?nh L?c, R?ch Giá, Kiên Giang, Vietnam",+84 932 101 068,http://facebook.com/LavaBBQ,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMdrJ8Vh5nhZmyPBZvQ47aW6phfGslXgS5UG1Z_=w122-h92-k-no,
Kiên Giang,L?U DÊ ÚT THU - BÒ T? 5 SÁNH,4.1,,"24 Tôn ??c Th?ng, V?nh L?c, R?ch Giá, Kiên Giang, Vietnam",+84 989 252 530,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMs5wXTxzF7jLlfZK82K_zlgFNnPOz_HpdVp3Ue=w122-h92-k-no,
Kiên Giang,Hai L?ng M?t R?ch Gía,4.8,,"37 ?. 3 Tháng 2, P. An Hoà, R?ch Giá, Kiên Giang, Vietnam",+84 866 675 986,https://hobastudio.vn/,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOoSV0qCEtfXJsvqWInWdQlYyI-6WWm7AOtlTk=w122-h92-k-no,
Kiên Giang,L?u Bò Dì N?m- KG,4.4,,"193 Lê Ph?ng Hi?u, Ph??ng V?nh B?o, R?ch Giá, Kiên Giang, Vietnam",+84 939 267 383,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOqcz9EtSOeZ7R4icgv6uFmoMtLmqZ6yZMIRl77=w163-h92-k-no,
